Date,Open,High,Low,Close,Adj Close,Volume,Returns
2010-02-09,3598.659912109375,3633.590087890625,3583.5400390625,3612.760009765625,3612.760009765625,147671300,0.15219238384289735
2010-02-10,3638.389892578125,3673.6298828125,3617.719970703125,3635.610107421875,3635.610107421875,187758600,0.6324831318571977
2010-02-11,3659.949951171875,3675.639892578125,3581.860107421875,3616.75,3616.75,261448600,-0.5187604518805067
2010-02-12,3647.27001953125,3661.0400390625,3579.39990234375,3599.070068359375,3599.070068359375,186454000,-0.48883477267228637
2010-02-15,3621.409912109375,3641.97998046875,3599.6298828125,3609.219970703125,3609.219970703125,109986800,0.2820145801822882
2010-02-16,3641.419921875,3669.0400390625,3602.31005859375,3669.0400390625,3669.0400390625,147701400,1.6574237326887342
2010-02-17,3707.179931640625,3748.659912109375,3700.18994140625,3725.2099609375,3725.2099609375,149233400,1.5309160237279018
2010-02-18,3719.06005859375,3752.050048828125,3711.31005859375,3747.830078125,3747.830078125,132533000,0.6072172421069943
2010-02-19,3711.860107421875,3772.669921875,3707.18994140625,3769.5400390625,3769.5400390625,137178400,0.579267482381729
2010-02-22,3780.679931640625,3781.97998046875,3752.8798828125,3756.699951171875,3756.699951171875,147653400,-0.3406274441329016
2010-02-23,3780.340087890625,3791.56005859375,3696.489990234375,3707.06005859375,3707.06005859375,149071400,-1.3213696388672203
2010-02-24,3713.43994140625,3727.81005859375,3683.81005859375,3715.679931640625,3715.679931640625,128846800,0.23252585365840517
2010-02-25,3694.56005859375,3724.68994140625,3633.81005859375,3640.77001953125,3640.77001953125,171807600,-2.0160485695090324
2010-02-26,3680.610107421875,3710.31005859375,3648.340087890625,3708.800048828125,3708.800048828125,151634000,1.868561566150051
2010-03-01,3739.56005859375,3771.81005859375,3724.840087890625,3769.5400390625,3769.5400390625,145259800,1.6377262034810158
2010-03-02,3770.639892578125,3811.919921875,3763.159912109375,3811.919921875,3811.919921875,120318200,1.1242719900393938
2010-03-03,3799.330078125,3849.72998046875,3787.9599609375,3842.52001953125,3842.52001953125,123313800,0.8027476516662579
2010-03-04,3813.39990234375,3850.72998046875,3809.719970703125,3828.409912109375,3828.409912109375,148795800,-0.36720973085773156
2010-03-05,3845.989990234375,3910.419921875,3838.340087890625,3910.419921875,3910.419921875,153790200,2.1421428647498075
2010-03-08,3924.219970703125,3924.219970703125,3901.969970703125,3903.5400390625,3903.5400390625,112178600,-0.17593718705282146
2010-03-09,3907.72998046875,3919.52001953125,3876.090087890625,3910.010009765625,3910.010009765625,125235600,0.16574623645153608
2010-03-10,3908.389892578125,3950.639892578125,3902.110107421875,3943.550048828125,3943.550048828125,123160400,0.8577993145472806
2010-03-11,3921.260009765625,3946.14990234375,3909.949951171875,3928.949951171875,3928.949951171875,112501200,-0.37022726922379956
2010-03-12,3933.969970703125,3956.419921875,3919.070068359375,3927.39990234375,3927.39990234375,114568600,-0.039451987105676434
2010-03-15,3921.0,3925.860107421875,3889.1298828125,3890.909912109375,3890.909912109375,94752800,-0.9291131828108146
2010-03-16,3914.389892578125,3951.469970703125,3910.81005859375,3938.949951171875,3938.949951171875,108838800,1.234673640553563
2010-03-17,3954.300048828125,3967.510009765625,3943.169921875,3957.889892578125,3957.889892578125,124548900,0.48083732063199935
2010-03-18,3936.93994140625,3964.780029296875,3923.260009765625,3938.179931640625,3938.179931640625,125638800,-0.49799164384184413
2010-03-19,3953.43994140625,3963.530029296875,3906.110107421875,3925.43994140625,3925.43994140625,184326800,-0.3234994453152784
2010-03-22,3908.550048828125,3928.0,3868.02001953125,3928.0,3928.0,119579800,0.06521711278131281
2010-03-23,3927.6201171875,3962.199951171875,3926.8701171875,3952.550048828125,3952.550048828125,111188200,0.6250012430785379
2010-03-24,3960.27001953125,3966.9599609375,3907.85009765625,3949.81005859375,3949.81005859375,132041600,-0.06932208828543951
2010-03-25,3951.7099609375,4008.699951171875,3950.949951171875,4000.47998046875,4000.47998046875,137603800,1.282844519694204
2010-03-26,3990.989990234375,4002.919921875,3979.8701171875,3988.929931640625,3988.929931640625,105178200,-0.2887165761237376
2010-03-29,4002.1298828125,4017.639892578125,3971.1201171875,4000.659912109375,4000.659912109375,99561400,0.29406333702948206
2010-03-30,4018.199951171875,4028.639892578125,3978.8701171875,3987.409912109375,3987.409912109375,117886800,-0.33119536004283523
2010-03-31,3982.14990234375,3998.570068359375,3943.030029296875,3974.010009765625,3974.010009765625,139164200,-0.33605530003463224
2010-04-01,3996.530029296875,4041.580078125,3989.830078125,4034.22998046875,4034.22998046875,111669600,1.515345219441877
2010-04-06,4048.89990234375,4065.070068359375,4026.739990234375,4053.93994140625,4053.93994140625,113667400,0.48856810427078123
2010-04-07,4049.25,4052.030029296875,4020.169921875,4026.969970703125,4026.969970703125,115462800,-0.665278003446923
2010-04-08,4007.3701171875,4012.10009765625,3952.139892578125,3978.4599609375,3978.4599609375,124318400,-1.2046280483476002
2010-04-09,4008.429931640625,4050.5400390625,4008.199951171875,4050.5400390625,4050.5400390625,104637800,1.811758289205323
2010-04-12,4078.3798828125,4082.110107421875,4032.0400390625,4050.5,4050.5,106880000,-0.0009884870193599404
2010-04-13,4038.72998046875,4058.10009765625,4020.7099609375,4031.989990234375,4031.989990234375,126779600,-0.4569808607733594
2010-04-14,4051.64990234375,4074.2900390625,4046.610107421875,4057.699951171875,4057.699951171875,136845000,0.6376494237279928
2010-04-15,4069.300048828125,4084.68994140625,4036.89990234375,4065.64990234375,4065.64990234375,136845000,0.19592259820933045
2010-04-16,4044.889892578125,4086.0,3976.419921875,3986.6298828125,3986.6298828125,191295400,-1.943601181343646
2010-04-19,3964.530029296875,3987.050048828125,3949.080078125,3970.469970703125,3970.469970703125,0,-0.40535270602984896
2010-04-20,3987.75,4030.0400390625,3970.6298828125,4026.64990234375,4026.64990234375,119539400,1.4149441263920703
2010-04-21,4037.389892578125,4037.389892578125,3976.949951171875,3977.669921875,3977.669921875,138462800,-1.2163953076784972
2010-04-22,3969.5,4007.300048828125,3907.429931640625,3924.64990234375,3924.64990234375,189281900,-1.3329416611385758
2010-04-23,3921.8701171875,3968.5,3907.18994140625,3951.300048828125,3951.300048828125,161657800,0.6790451925013707
2010-04-26,3995.260009765625,4017.530029296875,3978.31005859375,3997.389892578125,3997.389892578125,129533400,1.1664475787828144
2010-04-27,3988.8701171875,3995.9599609375,3844.60009765625,3844.60009765625,3844.60009765625,164571600,-3.822238986633675
2010-04-28,3815.389892578125,3848.14990234375,3749.530029296875,3787.0,3787.0,284113000,-1.4982077769639668
2010-04-29,3796.43994140625,3857.639892578125,3775.340087890625,3840.6201171875,3840.6201171875,180090900,1.4158995824531395
2010-04-30,3829.639892578125,3857.080078125,3783.949951171875,3816.989990234375,3816.989990234375,179653200,-0.6152685303963179
2010-05-03,3796.7900390625,3847.2099609375,3771.9599609375,3828.4599609375,3828.4599609375,100879200,0.30049779361409623
2010-05-04,3827.050048828125,3836.169921875,3678.889892578125,3689.2900390625,3689.2900390625,245235200,-3.635141108826445
2010-05-05,3688.14990234375,3705.080078125,3613.570068359375,3636.030029296875,3636.030029296875,274467800,-1.4436384562260929
2010-05-06,3583.75,3667.889892578125,3541.820068359375,3556.110107421875,3556.110107421875,331062400,-2.1979995003081565
2010-05-07,3454.60009765625,3538.860107421875,3349.9599609375,3392.590087890625,3392.590087890625,438501300,-4.5982833655789035
2010-05-10,3605.840087890625,3720.2900390625,3461.9599609375,3720.2900390625,3720.2900390625,413011200,9.659285168035892
2010-05-11,3655.239990234375,3700.2900390625,3623.219970703125,3693.199951171875,3693.199951171875,222168000,-0.7281713954068958
2010-05-12,3665.77001953125,3763.070068359375,3639.340087890625,3733.8701171875,3733.8701171875,207577300,1.1012175499114374
2010-05-13,3774.10009765625,3774.10009765625,3702.739990234375,3731.5400390625,3731.5400390625,130644800,-0.06240383440961894
2010-05-14,3706.77001953125,3711.1201171875,3543.739990234375,3560.360107421875,3560.360107421875,239780000,-4.587380273256603
2010-05-17,3526.8701171875,3594.93994140625,3515.39990234375,3543.550048828125,3543.550048828125,167306700,-0.4721448978913134
2010-05-18,3601.3798828125,3640.06005859375,3576.27001953125,3617.320068359375,3617.320068359375,158030000,2.0818111361414537
2010-05-19,3557.35009765625,3576.139892578125,3485.889892578125,3511.669921875,3511.669921875,221007000,-2.920674546012525
2010-05-20,3522.4599609375,3555.639892578125,3362.169921875,3432.52001953125,3432.52001953125,279907600,-2.2539106494806616
2010-05-21,3433.18994140625,3458.669921875,3341.760009765625,3430.739990234375,3430.739990234375,291508000,-0.051857797966115005
2010-05-24,3460.489990234375,3477.860107421875,3399.580078125,3430.929931640625,3430.929931640625,134297800,0.005536455889720848
2010-05-25,3326.5400390625,3348.639892578125,3287.570068359375,3331.2900390625,3331.2900390625,224325800,-2.9041657673981813
2010-05-26,3393.43994140625,3449.570068359375,3374.780029296875,3408.590087890625,3408.590087890625,220441200,2.320423857475906
2010-05-27,3433.27001953125,3527.699951171875,3420.780029296875,3525.31005859375,3525.31005859375,207762200,3.424288861185887
2010-05-28,3553.169921875,3553.169921875,3501.169921875,3515.06005859375,3515.06005859375,153896600,-0.2907545671057554
2010-05-31,3506.300048828125,3528.780029296875,3498.070068359375,3507.56005859375,3507.56005859375,64323600,-0.21336762032454493
2010-06-01,3481.659912109375,3521.239990234375,3414.5,3503.080078125,3503.080078125,187823600,-0.12772355694306015
2010-06-02,3471.830078125,3505.72998046875,3432.199951171875,3501.5,3501.5,143898400,-0.04510539553083115
2010-06-03,3572.760009765625,3598.3798828125,3549.8798828125,3557.340087890625,3557.340087890625,163039000,1.5947476193238552
2010-06-04,3567.989990234375,3593.0,3443.110107421875,3455.610107421875,3455.610107421875,223099000,-2.859720407813815
2010-06-07,3397.169921875,3455.320068359375,3381.72998046875,3413.719970703125,3413.719970703125,175973200,-1.212235623132929
2010-06-08,3433.860107421875,3433.860107421875,3343.590087890625,3380.360107421875,3380.360107421875,177003000,-0.9772290512270354
2010-06-09,3411.81005859375,3446.77001953125,3364.840087890625,3446.77001953125,3446.77001953125,167829200,1.9645809913436896
2010-06-10,3416.5400390625,3538.610107421875,3405.260009765625,3516.639892578125,3516.639892578125,172744600,2.0271115464900458
2010-06-11,3536.85009765625,3570.389892578125,3507.570068359375,3555.52001953125,3555.52001953125,177228600,1.1056044446058122
2010-06-14,3583.469970703125,3630.159912109375,3581.969970703125,3626.0400390625,3626.0400390625,155673600,1.9833953723750186
2010-06-15,3590.830078125,3672.7099609375,3590.830078125,3661.510009765625,3661.510009765625,152375600,0.9782012973109877
2010-06-16,3689.64990234375,3689.64990234375,3639.280029296875,3675.929931640625,3675.929931640625,166233600,0.39382445593596493
2010-06-17,3671.9599609375,3716.18994140625,3660.25,3683.080078125,3683.080078125,147755800,0.19451258912281943
2010-06-18,3685.35009765625,3704.590087890625,3662.580078125,3687.2099609375,3687.2099609375,197360200,0.11213122508599849
2010-06-21,3750.699951171875,3759.5400390625,3722.3798828125,3736.14990234375,3736.14990234375,131633000,1.3272892491808852
2010-06-22,3703.31005859375,3726.0400390625,3671.389892578125,3705.320068359375,3705.320068359375,136381400,-0.8251765799074273
2010-06-23,3665.85009765625,3696.030029296875,3626.5400390625,3641.7900390625,3641.7900390625,133447000,-1.714562524284291
2010-06-24,3666.419921875,3667.93994140625,3543.469970703125,3555.360107421875,3555.360107421875,151023400,-2.3732815652072747
2010-06-25,3559.1201171875,3577.510009765625,3504.31005859375,3519.72998046875,3519.72998046875,144737600,-1.0021524086616829
2010-06-28,3537.669921875,3577.590087890625,3506.659912109375,3576.449951171875,3576.449951171875,110519000,1.6114864213410796
2010-06-29,3520.330078125,3532.3798828125,3424.719970703125,3432.989990234375,3432.989990234375,176011800,-4.011239158833835
2010-06-30,3448.0,3470.68994140625,3408.550048828125,3442.889892578125,3442.889892578125,169320000,0.2883755085774098
2010-07-01,3386.7900390625,3403.080078125,3321.35009765625,3339.89990234375,3339.89990234375,188797200,-2.9913820496087262
2010-07-02,3371.89990234375,3390.780029296875,3337.409912109375,3348.3701171875,3348.3701171875,161435300,0.25360684725330707
2010-07-05,3362.719970703125,3364.75,3331.590087890625,3332.4599609375,3332.4599609375,82880200,-0.4751612185382892
2010-07-06,3352.389892578125,3456.429931640625,3349.679931640625,3423.360107421875,3423.360107421875,139601000,2.727719088897995
2010-07-07,3386.469970703125,3483.43994140625,3361.179931640625,3483.43994140625,3483.43994140625,161380200,1.754996030190381
2010-07-08,3516.1298828125,3553.610107421875,3504.780029296875,3538.25,3538.25,137177600,1.5734463494617712
2010-07-09,3567.3701171875,3570.889892578125,3540.389892578125,3554.47998046875,3554.47998046875,102697000,0.45870078340282117
2010-07-12,3562.699951171875,3593.1201171875,3545.570068359375,3567.659912109375,3567.659912109375,81693200,0.3707977457475087
2010-07-13,3568.389892578125,3642.530029296875,3567.679931640625,3637.760009765625,3637.760009765625,120330000,1.9648761200112164
2010-07-14,3652.18994140625,3656.760009765625,3596.27001953125,3632.97998046875,3632.97998046875,104902600,-0.1314003475777148
2010-07-15,3617.3701171875,3654.10009765625,3569.409912109375,3581.820068359375,3581.820068359375,129048000,-1.4082079280484772
2010-07-16,3595.02001953125,3614.590087890625,3487.2099609375,3500.159912109375,3500.159912109375,153679600,-2.2798508772497783
2010-07-19,3476.070068359375,3534.489990234375,3476.070068359375,3486.330078125,3486.330078125,98873200,-0.3951200611300165
2010-07-20,3512.419921875,3514.389892578125,3419.77001953125,3468.02001953125,3468.02001953125,121121400,-0.5251957842040467
2010-07-21,3500.360107421875,3541.590087890625,3488.6201171875,3493.919921875,3493.919921875,121735000,0.7468210159655042
2010-07-22,3473.47998046875,3604.89990234375,3469.469970703125,3600.570068359375,3600.570068359375,152198400,3.0524496516549204
2010-07-23,3595.659912109375,3628.199951171875,3575.320068359375,3607.050048828125,3607.050048828125,144253200,0.1799709586460807
2010-07-26,3634.760009765625,3636.179931640625,3589.929931640625,3636.179931640625,3636.179931640625,120159000,0.8075818859780926
2010-07-27,3661.06005859375,3698.02001953125,3654.219970703125,3666.39990234375,3666.39990234375,189935300,0.8310911800640808
2010-07-28,3680.60009765625,3700.39990234375,3656.18994140625,3670.360107421875,3670.360107421875,144008200,0.10801345144029195
2010-07-29,3680.06005859375,3720.6298828125,3651.909912109375,3651.909912109375,3651.909912109375,163107200,-0.502680793505561
2010-07-30,3647.2099609375,3680.070068359375,3600.830078125,3643.139892578125,3643.139892578125,212444400,-0.24014884655750857
2010-08-02,3675.8798828125,3755.719970703125,3671.929931640625,3752.030029296875,3752.030029296875,128950400,2.988909016109509
2010-08-03,3744.52001953125,3751.9599609375,3716.0400390625,3747.510009765625,3747.510009765625,118021400,-0.1204686395352983
2010-08-04,3746.56005859375,3779.989990234375,3716.030029296875,3760.719970703125,3760.719970703125,122176400,0.3524996838721206
2010-08-05,3763.719970703125,3802.93994140625,3758.52001953125,3764.18994140625,3764.18994140625,111002400,0.09226878709813757
2010-08-06,3780.820068359375,3794.030029296875,3698.14990234375,3716.050048828125,3716.050048828125,137452400,-1.278891164565954
2010-08-09,3764.25,3781.6298828125,3752.989990234375,3777.3701171875,3777.3701171875,90481000,1.6501410786626147
2010-08-10,3769.469970703125,3771.669921875,3710.010009765625,3730.580078125,3730.580078125,104085000,-1.2386935251486042
2010-08-11,3705.43994140625,3708.6201171875,3625.699951171875,3628.2900390625,3628.2900390625,130808800,-2.7419338794601456
2010-08-12,3611.4599609375,3641.85009765625,3584.43994140625,3621.070068359375,3621.070068359375,142554800,-0.19899100197046105
2010-08-13,3650.4599609375,3652.080078125,3577.5400390625,3610.909912109375,3610.909912109375,112094400,-0.28058435926934244
2010-08-16,3622.60009765625,3628.659912109375,3563.8798828125,3597.60009765625,3597.60009765625,81349400,-0.3686000143202084
2010-08-17,3615.35009765625,3664.6201171875,3610.27001953125,3663.1298828125,3663.1298828125,98604600,1.821486084541224
2010-08-18,3650.52001953125,3668.5,3625.489990234375,3647.929931640625,3647.929931640625,84809600,-0.41494436883587893
2010-08-19,3666.93994140625,3680.030029296875,3570.35009765625,3572.39990234375,3572.39990234375,126822600,-2.0704901330960035
2010-08-20,3570.39990234375,3596.429931640625,3517.489990234375,3526.1201171875,3526.1201171875,122422600,-1.2954816487898535
2010-08-23,3536.949951171875,3583.449951171875,3524.6298828125,3553.22998046875,3553.22998046875,84709800,0.7688298293954121
2010-08-24,3523.489990234375,3529.909912109375,3457.1201171875,3491.110107421875,3491.110107421875,129505800,-1.7482649135668993
2010-08-25,3482.530029296875,3500.81005859375,3414.840087890625,3450.18994140625,3450.18994140625,139057400,-1.1721247613654895
2010-08-26,3490.75,3491.85009765625,3455.510009765625,3475.030029296875,3475.030029296875,117566800,0.7199629096507287
2010-08-27,3460.35009765625,3509.580078125,3435.550048828125,3507.43994140625,3507.43994140625,124786200,0.9326512817482868
2010-08-30,3518.68994140625,3520.699951171875,3477.27001953125,3487.010009765625,3487.010009765625,70376000,-0.5824741686791035
2010-08-31,3435.050048828125,3490.7900390625,3430.909912109375,3490.7900390625,3490.7900390625,132464300,0.10840316736369093
2010-09-01,3507.8701171875,3626.260009765625,3478.85009765625,3623.840087890625,3623.840087890625,168577800,3.8114595074259405
2010-09-02,3610.39990234375,3646.2900390625,3598.179931640625,3631.429931640625,3631.429931640625,121208000,0.2094420163671673
2010-09-03,3642.10009765625,3706.47998046875,3631.320068359375,3672.199951171875,3672.199951171875,132819000,1.1226987797842591
2010-09-06,3695.469970703125,3695.469970703125,3674.760009765625,3684.72998046875,3684.72998046875,74534600,0.341213154607134
2010-09-07,3669.14990234375,3672.5400390625,3620.360107421875,3643.81005859375,3643.81005859375,108087700,-1.1105270153281221
2010-09-08,3632.6201171875,3686.909912109375,3613.2900390625,3677.2099609375,3677.2099609375,125221000,0.9166202904835163
2010-09-09,3666.760009765625,3731.06005859375,3655.469970703125,3722.14990234375,3722.14990234375,123690800,1.2221206263346662
2010-09-10,3703.02001953125,3731.860107421875,3697.179931640625,3725.820068359375,3725.820068359375,109389800,0.09860339083371805
2010-09-13,3765.239990234375,3781.47998046875,3751.570068359375,3767.14990234375,3767.14990234375,131294400,1.1092815333558104
2010-09-14,3767.3798828125,3784.1298828125,3746.969970703125,3774.39990234375,3774.39990234375,118190200,0.19245318577552073
2010-09-15,3776.18994140625,3784.0400390625,3738.43994140625,3755.639892578125,3755.639892578125,117818000,-0.4970329125426165
2010-09-16,3757.909912109375,3766.1298828125,3729.669921875,3736.300048828125,3736.300048828125,107104400,-0.5149546895648727
2010-09-17,3778.239990234375,3795.47998046875,3705.2900390625,3722.02001953125,3722.02001953125,278399800,-0.38219706956762467
2010-09-20,3738.0,3792.3798828125,3737.010009765625,3788.010009765625,3788.010009765625,142000600,1.772961722078148
2010-09-21,3781.739990234375,3824.97998046875,3777.6201171875,3784.39990234375,3784.39990234375,146668200,-0.09530353437736672
2010-09-22,3796.75,3796.75,3729.820068359375,3735.050048828125,3735.050048828125,141261000,-1.3040337910658395
2010-09-23,3762.429931640625,3771.68994140625,3666.22998046875,3710.610107421875,3710.610107421875,133300600,-0.6543403993721109
2010-09-24,3687.830078125,3786.35009765625,3686.2900390625,3782.47998046875,3782.47998046875,191285800,1.9368748256013868
2010-09-27,3796.530029296875,3800.8701171875,3764.1201171875,3766.159912109375,3766.159912109375,109771000,-0.4314647650125125
2010-09-28,3750.530029296875,3780.449951171875,3711.14990234375,3762.35009765625,3762.35009765625,157413800,-0.10115912606034616
2010-09-29,3780.929931640625,3798.47998046875,3725.570068359375,3737.1201171875,3737.1201171875,143812000,-0.6705909820690747
2010-09-30,3711.9599609375,3782.669921875,3693.4599609375,3715.179931640625,3715.179931640625,160919000,-0.5870880479856511
2010-10-01,3722.929931640625,3754.080078125,3672.89990234375,3692.090087890625,3692.090087890625,135442000,-0.6215000127814396
2010-10-04,3689.179931640625,3691.800048828125,3640.47998046875,3649.81005859375,3649.81005859375,113094000,-1.1451516157621855
2010-10-05,3648.9599609375,3742.659912109375,3638.340087890625,3731.929931640625,3731.929931640625,124876600,2.2499766214824746
2010-10-06,3750.8701171875,3779.7099609375,3746.6298828125,3764.909912109375,3764.909912109375,145799900,0.8837245359065937
2010-10-07,3769.260009765625,3799.7099609375,3732.449951171875,3770.469970703125,3770.469970703125,134926800,0.1476810527621497
2010-10-08,3763.35009765625,3774.919921875,3738.56005859375,3763.179931640625,3763.179931640625,123024800,-0.19334563381074865
2010-10-11,3770.030029296875,3782.02001953125,3763.639892578125,3768.489990234375,3768.489990234375,99536800,0.1411056258326493
2010-10-12,3738.0400390625,3756.25,3700.260009765625,3748.860107421875,3748.860107421875,127968000,-0.5208951825099395
2010-10-13,3768.85009765625,3828.340087890625,3766.929931640625,3828.340087890625,3828.340087890625,126062800,2.120110598723013
2010-10-14,3833.419921875,3845.360107421875,3812.409912109375,3819.169921875,3819.169921875,153148800,-0.23953373538132539
2010-10-15,3829.68994140625,3837.510009765625,3798.929931640625,3827.3701171875,3827.3701171875,145198400,0.21471145511311462
2010-10-18,3803.4599609375,3842.389892578125,3798.1298828125,3834.5,3834.5,88536800,0.18628673460352463
2010-10-19,3828.75,3853.9599609375,3794.889892578125,3807.169921875,3807.169921875,137790400,-0.7127416384143936
2010-10-20,3793.389892578125,3832.8701171875,3786.360107421875,3828.14990234375,3828.14990234375,115420600,0.5510649878852192
2010-10-21,3820.72998046875,3889.739990234375,3811.43994140625,3878.27001953125,3878.27001953125,135072000,1.309251687265811
2010-10-22,3859.330078125,3887.820068359375,3855.909912109375,3868.5400390625,3868.5400390625,103381200,-0.2508845547047778
2010-10-25,3894.909912109375,3894.909912109375,3862.800048828125,3870.0,3870.0,90223000,0.03773932601855989
2010-10-26,3854.580078125,3866.35009765625,3818.949951171875,3852.659912109375,3852.659912109375,113039400,-0.44806428657945263
2010-10-27,3836.1201171875,3867.889892578125,3811.0,3815.77001953125,3815.77001953125,125054700,-0.9575174923220131
2010-10-28,3838.1298828125,3862.969970703125,3821.8798828125,3834.840087890625,3834.840087890625,115316500,0.4997698567199782
2010-10-29,3828.7099609375,3857.580078125,3807.800048828125,3833.5,3833.5,112293600,-0.0349450788015071
2010-11-01,3865.0400390625,3873.77001953125,3812.3701171875,3841.110107421875,3841.110107421875,88108800,0.1985159103136791
2010-11-02,3830.39990234375,3879.35009765625,3830.139892578125,3865.719970703125,3865.719970703125,96852400,0.6406966369877809
2010-11-03,3880.080078125,3890.89990234375,3834.679931640625,3842.93994140625,3842.93994140625,116760500,-0.5892829659032817
2010-11-04,3885.169921875,3931.760009765625,3885.169921875,3916.780029296875,3916.780029296875,244575600,1.9214478762737297
2010-11-05,3928.010009765625,3937.639892578125,3893.929931640625,3916.72998046875,3916.72998046875,156369000,-0.0012778054358619784
2010-11-08,3915.340087890625,3919.860107421875,3896.699951171875,3913.699951171875,3913.699951171875,116917100,-0.07736119957170162
2010-11-09,3903.85009765625,3961.699951171875,3902.639892578125,3945.7099609375,3945.7099609375,131200100,0.8178963682701434
2010-11-10,3923.25,3932.669921875,3869.199951171875,3888.449951171875,3888.449951171875,181527000,-1.4511966244984742
2010-11-11,3900.830078125,3903.199951171875,3848.10009765625,3867.35009765625,3867.35009765625,168785200,-0.5426289081917113
2010-11-12,3796.610107421875,3853.31005859375,3769.590087890625,3831.1201171875,3831.1201171875,171830200,-0.9368166717232729
2010-11-15,3810.239990234375,3875.6298828125,3797.75,3864.239990234375,3864.239990234375,108250800,0.8644958141168724
2010-11-16,3836.72998046875,3842.1201171875,3762.469970703125,3762.469970703125,3762.469970703125,159943600,-2.6336361040836254
2010-11-17,3753.760009765625,3798.72998046875,3753.06005859375,3792.35009765625,3792.35009765625,114469600,0.7941625364664695
2010-11-18,3823.530029296875,3873.580078125,3822.14990234375,3867.969970703125,3867.969970703125,149425000,1.9940108666024692
2010-11-19,3871.5,3871.5,3827.030029296875,3860.159912109375,3860.159912109375,118989600,-0.20191621581617802
2010-11-22,3892.64990234375,3896.070068359375,3812.47998046875,3818.889892578125,3818.889892578125,132362800,-1.0691271986371653
2010-11-23,3792.139892578125,3803.860107421875,3724.419921875,3724.419921875,3724.419921875,157190800,-2.4737547654024805
2010-11-24,3738.469970703125,3760.780029296875,3703.719970703125,3747.610107421875,3747.610107421875,159483400,0.6226522796387579
2010-11-25,3752.419921875,3767.68994140625,3730.0400390625,3760.419921875,3760.419921875,103016400,0.34181289104104895
2010-11-26,3728.989990234375,3743.97998046875,3687.429931640625,3728.64990234375,3728.64990234375,139703200,-0.8448529736383548
2010-11-29,3748.10009765625,3773.89990234375,3636.9599609375,3636.9599609375,3636.9599609375,176573200,-2.459065447485853
2010-11-30,3643.6298828125,3656.81005859375,3591.780029296875,3610.43994140625,3610.43994140625,202078200,-0.7291809592650522
